0127;Pinsir;Stag Beetle Pokemon;These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender. This Pokémon clamps its pincers down on its prey and then either splits the prey in half or flings it away. 
0128;Tauros;Wild Bull Pokemon;They fight each other by locking horns. The herd’s protectors take pride in their battle-scarred horns. When it targets an enemy, it charges furiously while whipping its body with its long tails.
0128;Paldean Tauros (Combat Breed);Wild Bull Pokemon;This kind of Tauros, known as the Combat Breed, is distinguished by its thick, powerful muscles and its fierce disposition. This Pokémon has a muscular body and excels at close-quarters combat. It uses its short horns to strike the opponent’s weak spots.
0128;Paldean Tauros (Blaze Breed);Wild Bull Pokemon;People call this kind of Tauros the Blaze Breed due to the hot air it snorts from its nostrils. Its three tails are intertwined. When heated by fire energy, its horns can get hotter than 1,800 degrees Fahrenheit. Those gored by them will suffer both wounds and burns.
0128;Paldean Tauros (Aqua Breed);Wild Bull Pokemon;It swims by jetting water from its horns. The most notable characteristic of the Aqua Breed is its high body fat, which allows it to float easily. This Pokémon blasts water from holes on the tips of its horns—the high-pressure jets pierce right through Tauros’s enemies.
0129;Magikarp;Fish Pokemon;An underpowered, pathetic Pokémon. It may jump high on rare occasions but never more than seven feet. In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.
0130;Gyarados;Atrocious Pokemon;Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it. It appears whenever there is world conflict, burning down any place it travels through.
0131;Lapras;Transport Pokemon;Able to understand human speech and very intelligent, it loves to swim in the sea with people on its back. It ferries people across the sea on its back. It may sing an enchanting cry if it is in a good mood.
0132;Ditto;Transform Pokemon;Its transformation ability is perfect. However, if made to laugh, it can’t maintain its disguise. It can freely recombine its own cellular structure to transform into other life-forms.
0133;Eevee;Evolution Pokemon;Its genetic code is irregular. It may mutate if it is exposed to radiation from element stones. Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.
0134;Vaporeon;Bubble Jet Pokemon;It lives close to water. Its long tail is ridged with a fin, which is often mistaken for a mermaid’s. Its cell composition is similar to water molecules. As a result, it can’t be seen when it melts away into water.
0135;Jolteon;Lightning Pokemon;It concentrates the weak electric charges emitted by its cells and launches wicked lightning bolts. If agitated, it uses electricity to straighten out its fur and launch it in small bunches.
0136;Flareon;Flame Pokemon;Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees Fahrenheit. It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees Fahrenheit.
0137;Porygon;Virtual Pokemon;Porygon is an artificial Pokémon created using advanced scientific means. It can move freely through cyberspace. Since it doesn’t breathe, people are excited by its potential to be useful in any environment.
0138;Omanyte;Spiral Pokemon;This Pokémon is a member of an ancient, extinct species. Omanyte paddles through water with its 10 tentacles, looking like it’s just drifting along. Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem.
0139;Omastar;Spiral Pokemon;Omastar’s sharp fangs could crush rock, but the Pokémon can attack only the prey that come within reach of its tentacles. Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food.
0140;Kabuto;Shellfish Pokemon;This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder. While some say this species has gone extinct, Kabuto sightings are apparently fairly common in some places.
0141;Kabutops;Shellfish Pokemon;Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokémon. The cause behind the extinction of this species is unknown. Kabutops were aggressive Pokémon that inhabited warm seas.
0142;Aerodactyl;Fossil Pokemon;This is a ferocious Pokémon from ancient times. Apparently even modern technology is incapable of producing a perfectly restored specimen. Aerodactyl’s sawlike fangs can shred skin to tatters—even the skin of Steel-type Pokémon. 
0143;Snorlax;Sleeping Pokemon;This gluttonous Pokémon eats constantly, apart from when it’s asleep. It devours nearly 900 pounds of food per day. Its stomach’s digestive juices can dissolve any kind of poison. Eating things off the ground doesn’t bother it at all.
0144;Articuno;Freeze Pokemon;This legendary bird Pokémon can create blizzards by freezing moisture in the air.
0144;Galarian Articuno;Cruel Pokemon;Known as Articuno, this Pokémon fires beams that can immobilize opponents as if they had been frozen solid. Its feather-like blades are composed of psychic energy and can shear through thick iron sheets as if they were paper.
0145;Zapdos;Electric Pokemon;This legendary Pokémon is said to live in thunderclouds. It freely controls lightning bolts.
0145;Galarian Zapdos;Legs Pokemon;When its feathers rub together, they produce a crackling sound like the zapping of electricity. That’s why this Pokémon is called Zapdos. One kick from its powerful legs will pulverize a dump truck. Supposedly, this Pokémon runs through the mountains at over 180 mph. 
0146;Moltres;Flame Pokemon;It is one of the legendary bird Pokémon. Its appearance is said to indicate the coming of spring.
0146;Galarian Moltres;Malevolent Pokemon;The sinister aura that blazes like molten fire around this Pokémon is what inspired the name Moltres. This Pokémon’s sinister, flame-like aura will consume the spirit of any creature it hits. Victims become burned-out shadows of themselves.
0147;Dratini;Dragon Pokemon;It is born large to start with. It sheds many layers of skin as it grows larger. During this process, it is protected by a rapid waterfall.
0148;Dragonair;Dragon Pokemon;It is called the divine Pokémon. When its entire body brightens slightly, the weather changes. They say that if it emits an aura from its whole body, the weather will begin to change instantly.
0149;Dragonite;Dragon Pokemon;It can fly in spite of its big and bulky physique. It circles the globe in just 16 hours. It is said that somewhere in the ocean lies an island where these gather. Only they live there.
0150;Mewtwo;Genetic Pokemon;Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different.
0151;Mew;New Species Pokemon;When viewed through a microscope, this Pokémon’s short, fine, delicate hair can be seen.
